name,gender,probability
Marion,female,0.96
Marion,female,0.96
Rimbaud,male,0.92
Guillaume,male,1.0
Sébastien,male,1.0
Sébastien,male,1.0
Recep,male,0.97
Marisol,female,1.0
Morgan,male,0.79
Mitterrand,male,1.0
Carla,female,1.0
Chomsky,male,0.67
Chriac,female,0.5
Campra,female,0.5
Fabien,male,0.99
Aurélie,female,1.0
Michèle,female,1.0
Luminata,female,1.0
Benjamin,male,1.0
Hillary,female,0.79
Jon,male,1.0
Myriam,female,0.99
Benjamin,male,1.0
Bellemare,female,0.5
Berlinski,male,1.0
Nikolaï,male,1.0
capitaine,male,0.94
capitaine,male,0.94
Nikolaï,male,1.0
Woerth,female,1.0
Viatcheslav,male,0.99
Viatcheslav,male,0.99
Gillot,male,0.52
Denis,male,0.97
Denis,male,0.97
Denis,male,0.97
Mattias,male,1.0
Mattias,male,1.0
Mattias,male,1.0
Mattias,male,1.0
Etonnée,None,0.0
Matthieu,male,1.0
Ariane,female,1.0
Marcel,male,0.99
publiqu,female,1.0
Suzy,female,1.0
Suzy,female,1.0
Jean-Baptiste,male,1.0
Douglas,male,1.0
Irwin,male,1.0
Montagu,male,1.0
Abhisit,male,1.0
Mathilde,female,0.99
Premier,male,0.99
Edouard,male,0.99
Edouard,male,0.99
Edouard,male,0.99
Noël,male,0.95
Noël,male,0.95
Jean-Arnaud,male,1.0
Nassim,male,0.96
Nassim,male,0.96
Jean-Arnaud,male,1.0
Maurad,male,0.98
Besson,male,0.58
Milorad,male,1.0
Milorad,male,1.0
Srdjan,male,0.99
Damir,male,1.0
Damir,male,1.0
José,male,1.0
Amado,male,1.0
Marco,male,1.0
Rafael,male,1.0
Amado,male,1.0
José,male,1.0
Morgan,male,0.79
Hubert,male,0.99
Hubert,male,0.99
Géraldine,female,1.0
Clarie,female,0.99
Fabien,male,0.99
Fabien,male,0.99
Fabien,male,0.99
Clarie,female,0.99
Karine,female,0.99
Géraldine,female,1.0
Karine,female,0.99
Nicolò,male,1.0
Matteo»,None,0.0
Milton,male,1.0
Blanchard,male,0.92
Brigitte,female,1.0
Candido,male,1.0
Guerrier,male,0.81
Vetea,male,0.97
Flosse,male,1.0
Jean-Pascal,male,0.99
Romano,male,0.99
Sébastien,male,1.0
Véronique,female,1.0
Mireille,female,0.99
Mireille,female,0.99
Mike,male,1.0
Mamadou,male,0.99
Miguel,male,1.0
Andy,male,0.98
Mamady,male,1.0
Alassane,male,0.99
Carrez,male,0.56
Simone,female,0.77
Bettencourt,male,0.76
Liliane,female,1.0
Palaniappan,male,0.94
Bettencourt,male,0.76
Fernand,male,0.99
Fernand,male,0.99
Eddy,male,0.98
Fernand,male,0.99
Fernand,male,0.99
Fernand,male,0.99
Christiane,female,0.99
Michèle,female,1.0
Fernand,male,0.99
Fernand,male,0.99
Copé,None,0.0
Matthew,male,1.0
Matthew,male,1.0
Pétain,None,0.0
Pétain,None,0.0
Pétain,None,0.0
Ben,male,0.99
Souhayr,female,1.0
Jean-Patrick,male,0.98
Jean-Patrick,male,0.98
Fanny,female,0.99
Fanny,female,0.99
Jean-Patrick,male,0.98
Jean-Patrick,male,0.98
Alya,female,0.99
Azza,female,0.95
Khemais,male,0.99
Nizar,male,0.99
Jean-Marcel,male,0.99
Sarko,male,0.92
Philip,male,1.0
Jean-Noël,male,0.94
Lahcen,male,0.98
Ben,male,0.99
Helmut,male,1.0
Benbada,None,0.0
Mustapha,male,0.99
Bellat,female,0.56
Driss,male,0.99
Walter,male,1.0
Walter,male,1.0
Walter,male,1.0
Walter,male,1.0
Walter,male,1.0
Pascale,female,0.99
Ahlem,female,0.98
Arezki,male,0.99
Salim,male,0.99
Nadija,female,0.99
Duvalier,male,0.68
Gervais,male,0.98
Anders,male,1.0
Moustafa,male,1.0
Mouammar,male,1.0
Edison,male,1.0
Stapleton,male,1.0
Stapleton,male,1.0
Stapleton,male,1.0
Craig,male,1.0
Craig,male,1.0
Rogeau,female,0.67
ouvrier,male,0.67
Llung,male,1.0
Béatrice,female,1.0
Wansquare,None,0.0
Aleister,male,0.98
Oriane,female,0.99
Karl,male,1.0
Joaquim,male,1.0
Yukio,male,0.99
kaku,male,0.7
libyen,male,1.0
Ghizlaine,female,1.0
Abdessamad,male,0.98
Abdessamad,male,0.98
Anass,male,0.99
Malraux,male,1.0
Ramon,male,1.0
Galy,female,0.59
Bourget,male,0.57
Galy,female,0.59
Galy,female,0.59
Ziad,male,1.0
Marson,male,0.98
Marson,male,0.98
Marson,male,0.98
Mouammar,male,1.0
Mouammar,male,1.0
Juppé,None,0.0
Fatima,female,1.0
Cécilia,female,1.0
Venance,male,0.94
Enda,female,0.87
Dhouha,female,0.99
Dhouha,female,0.99
Téléperformance,None,0.0
Najla,female,1.0
Najla,female,1.0
Mehdi,male,0.99
Juppé,None,0.0
Juppé,None,0.0
Jean-Philippe,male,1.0
Jemini,male,0.61
Melissa,female,1.0
Gildas,male,0.96
Pascale,female,0.99
Pascale,female,0.99
Pascale,female,0.99
Baudouin,male,0.97
Mellouk,male,0.65
Bigot,male,0.6
Gilbert,male,1.0
Gaëtan,male,1.0
Gaëtan,male,1.0
Gaëtan,male,1.0
Gaëtan,male,1.0
Gaëtan,male,1.0
Bachar,male,0.97
Pompidou,male,0.97
Jalil,male,0.99
Mustafa,male,0.99
Mustafa,male,0.99
Venance,male,0.94
Bel,male,0.51
Bel,male,0.51
Laure,female,0.99
Laure,female,0.99
Axel,male,0.99
Khiari,male,0.86
Schneidermann,None,0.0
Jay,male,0.99
Jay,male,0.99
Azzam,male,0.99
Moshé,male,1.0
Jérémie,male,1.0
Jérémie,male,1.0
Tristane,female,0.79
Luigi,male,1.0
Luigi,male,1.0
Pablo,male,1.0
Sayyid,male,1.0
Morice,male,0.95
Joe,male,0.99
Joe,male,0.99
Karzaï,None,0.0
Garot,male,0.65
Bertinotti,female,0.5
Garot,male,0.65
Bianco,male,0.87
Royal,male,0.87
Kamel,male,0.99
Junichi,male,1.0
Yukio,male,0.99
Wauquiez,male,1.0
Gonzalez,male,0.66
Werner,male,1.0
Nadal,male,0.95
Nadal,male,0.95
Tapie,male,0.81
Séverine,female,1.0
Fabrice,male,0.99
Nicola,male,0.83
Molle,male,0.77
Molle,male,0.77
Molle,male,0.77
Takieddine,male,0.97
Takieddine,male,0.97
Donnedieu,male,1.0
de,male,0.66
Castro,male,0.97
Kim,female,0.7
Gerald,male,1.0
Don,male,1.0
Wauquiez,male,1.0
Nastasia,female,0.99
Juan,male,1.0
Juan,male,1.0
Rebecca,female,1.0
Rebecca,female,1.0
Bonnaud,male,0.64
Condé,None,0.0
Jo,female,0.85
Jo,female,0.85
Ted,male,1.0
Marielle,female,1.0
Anna,female,0.99
Mina,female,0.91
Nora,female,0.99
Fatiha,female,0.99
Fatiha,female,0.99
Suzanna,female,1.0
Nour,female,0.56
Eva,female,0.99
Timochenko,male,1.0
Lipietz,None,0.0
Amine,male,0.99
Amine,male,0.99
Karl,male,1.0
Polanyi,None,0.0
Polanyi,None,0.0
Moncef,male,0.98
Ekathimerini,None,0.0
Milena,female,0.99
Terry,male,0.79
Rebecca,female,1.0
Zeisler,female,1.0
Terry,male,0.79
Rebecca,female,1.0
Terry,male,0.79
Florian,male,1.0
Florian,male,1.0
Florian,male,1.0
Florian,male,1.0
Boris,male,1.0
Merzeau,male,1.0
Nicolás,male,1.0
Sebastian,male,1.0
Zapatero,male,0.96
Sebastian,male,1.0
Zapatero,male,0.96
Nanti,female,0.62
Ziri,male,0.75
Mohamed,male,0.99
Arezki,male,0.99
Josianne,female,1.0
Arzki,male,1.0
Arzki,male,1.0
Mahbouli,male,0.83
Annette,female,1.0
Amandine,female,0.99
Amandine,female,0.99
Auclert,male,0.57
Annette,female,1.0
Michelle,female,1.0
Annette,female,1.0
Röttgen,None,0.0
Florian,male,1.0
Guen,male,0.6
Jasper,male,1.0
Dorian,male,0.97
de,male,0.66
Vinci,male,0.89
Ronan,male,1.0
Ronan,male,1.0
Marie-Françoise,female,1.0
Marie-Françoise,female,1.0
Marie-Françoise,female,1.0
Berlusconi,male,0.9
Gianfranco,male,1.0
Umberto,male,1.0
Fabrizio,male,1.0
Assad,male,0.99
Assad,male,0.99
Aperghis,None,0.0
Teilhard,male,1.0
Qi,male,0.98
Zhao,male,0.67
Zhao,male,0.67
Huang,male,0.61
Jiang,male,0.71
Petraeus,male,1.0
Meyers,male,0.97
Meyers,male,0.97
Simon,male,1.0
Simon,male,1.0
Bechari,male,1.0
Thiel,male,0.95
Royal,male,0.87
Shalit,male,1.0
Moubarak,male,0.99
Samir,male,0.99
Wael,male,0.99
Samir,male,0.99
Maryse,female,0.99
Trostiansky,None,0.0
Trostiansky,None,0.0
Trostiansky,None,0.0
Trostiansky,None,0.0
Trostiansky,None,0.0
Beckett,male,0.68
Beckett,male,0.68
Beckett,male,0.68
Hamm,male,0.83
Démocrite,None,0.0
DSK,male,0.92
Cyrus,male,1.0
Eliane,female,1.0
Tzvi,male,1.0
Grégoire,male,1.0
Schneider,male,0.93
Karl,male,1.0
Bakchich,male,0.8
Raphaël,male,1.0
Duflot,male,0.61
Josselin,female,0.78
Josselin,female,0.78
Josselin,female,0.78
Josselin,female,0.78
Florent,male,1.0
Josselin,female,0.78
Josselin,female,0.78
Josselin,female,0.78
Josselin,female,0.78
Josselin,female,0.78
Vert,male,0.71
Khiari,male,0.86
Shadi,male,0.75
J,male,0.89
Saul,male,1.0
Geo,male,0.84
Pétain,None,0.0
Ludovic,male,1.0
Jérémie,male,1.0
Jérémie,male,1.0
Alima,female,0.99
Blondel,male,0.69
Debré,female,1.0
Blondel,male,0.69
Debré,female,1.0
Delapierre,male,0.59
Bramy,male,1.0
Parny,female,0.5
Adam,male,1.0
Levin,male,0.99
Adam,male,1.0
Adam,male,1.0
Fondation,female,0.79
Nouriel,male,0.8
Rami,male,0.95
El,male,0.91
El,male,0.91
Jean-Noël,male,0.94
Annette,female,1.0
Baguet,male,0.7
Sylviane,female,0.98
Lea,female,0.99
Abdou,male,0.99
Négociés,None,0.0
Roosevelt,male,1.0
Franklin,male,1.0
Rex,male,1.0
Shlaes,None,0.0
Shlaes,None,0.0
Royal,male,0.87
Garot,male,0.65
Aquilino,male,1.0
Aquilino,male,1.0
Nétanyahou,None,0.0
Nétanyahou,None,0.0
Joly,female,0.63
Vichnievsky,None,0.0
Duflot,male,0.61
Pierre-Jérôme,None,0.0
Legendre,male,0.61
Legendre,male,0.61
Servier,male,0.75
Servier,male,0.75
Servier,male,0.75
Servier,male,0.75
Servier,male,0.75
Acazis,None,0.0
Birinder,male,1.0
dépité,None,0.0
Nelly,female,0.98
Joffrey,male,1.0
Viverge,None,0.0
Nelly,female,0.98
Nelly,female,0.98
Tristane,female,0.79
Koubbi,male,0.67
Tristane,female,0.79
Bertinotti,female,0.5
Raymond,male,1.0
Raymond,male,1.0
Vert,male,0.71
Flaubert,male,0.97
Flaubert,male,0.97
Marguerite,female,1.0
Gaëlle,female,1.0
Natacha,female,0.99
Chetcuti,male,1.0
Gaëlle,female,1.0
Mustapha,male,0.99
Khalil,male,0.99
Sabrine,female,0.99
Sabrine,female,0.99
Balba,male,0.52
Guaino,male,1.0
de,male,0.66
Guaino,male,1.0
Denhez,male,0.75
Rahmé,None,0.0
Bassma,female,0.98
Nourredinne,male,1.0
Mourakiboun,None,0.0
Nawaat,None,0.0
Hemadi,male,1.0
Juergen,male,1.0
Hadj,male,0.95
Ashley,female,0.99
Delphine,female,0.99
Bruguière,None,0.0
Malon,male,0.79
Stella,female,0.99
Danny,male,0.99
Brasilia,female,0.91
Jorge,male,1.0
Alex,male,0.96
Alex,male,0.96
Ron,male,1.0
sibyllin,male,1.0
Elias,male,1.0
Indigène,None,0.0
Alimi,male,0.85
Spencer,male,0.98
Piérig,None,0.0
Piérig,None,0.0
Weber,male,0.96
Weber,male,0.96
Ben,male,0.99
Faïçal,male,1.0
Abdulah,male,0.99
Abdulah,male,0.99
Zhong,male,0.81
Bashar,male,1.0
Mohamed,male,0.99
Margaret,female,1.0
Mohamed,male,0.99
Peter,male,1.0
Mouloud,male,0.97
@SultanAlQassemi,None,0.0
Alexander,male,1.0
Alexander,male,1.0
Suu,female,0.86
racontel',None,0.0
EGYPTE,female,0.53
Moubarak,male,0.99
Nétanyahou,None,0.0
Yaakov,male,1.0
Moubarak,male,0.99
Fondation,female,0.79
Moubarak,male,0.99
Moubarak,male,0.99
Moubarak,male,0.99
Yassir,male,0.99
Marwa,female,0.99
Mohamed,male,0.99
Marwa,female,0.99
Mohamed,male,0.99
Salah,male,0.97
Salah,male,0.97
Mohamed,male,0.99
Abal,male,0.86
Khaled,male,0.99
Khaled,male,0.99
Gamal,male,0.99
Moncef,male,0.98
Sandro,male,1.0
Sperber,male,1.0
Moubarak,male,0.99
Essam,male,1.0
Mohamed,male,0.99
Mohamed,male,0.99
Amr,male,1.0
Khaled,male,0.99
Mohamed,male,0.99
Mohamed,male,0.99
Tewfik,male,0.98
Maistre,female,0.5
Maistre,female,0.5
Maistre,female,0.5
Virginia,female,1.0
Nafissatou,female,1.0
Fatoumata,female,0.99
Fatoumata,female,0.99
Raymond,male,1.0
Interneft,None,0.0
Rebekah,female,1.0
Rupert,male,1.0
Cameron,male,0.95
Rupert,male,1.0
Rupert,male,1.0
Rupert,male,1.0
Rupert,male,1.0
Neil,male,1.0
Shirley,female,1.0
AYRAULT,male,0.6
Baudis,male,0.8
Kamel,male,0.99
Yasmina,female,0.99
mi-bluffé,None,0.0
Ben,male,0.99
Emmerson,male,0.96
Houdré,None,0.0
Nouriel,male,0.8
Erwan,male,0.99
Erwan,male,0.99
Erwan,male,0.99
Jo»,None,0.0
Dani,male,0.86
Dani,male,0.86
Lundi,male,0.63
Nafissatou,female,1.0
Nafissatou,female,1.0
Cyrus,male,1.0
Vance,male,1.0
Vance,male,1.0
DSK,male,0.92
Cyrus,male,1.0
DSK,male,0.92
DSK,male,0.92
DSK,male,0.92
Clemenceau,male,0.82
Rabelais,male,0.94
Kafka,male,0.85
Lévinas,None,0.0
Stanislas,male,0.99
Hitchcock,male,0.79
Jean-Denis,male,0.98
Evelyne,female,0.99
Evelyne,female,0.99
Mitt,male,0.96
Evelyne,female,0.99
Thibaut,male,0.99
Evelyne,female,0.99
Manu,male,0.84
Evelyne,female,0.99
Martial,male,0.99
Hakim,male,0.99
Walid,male,0.99
Lao,male,0.94
He,male,0.71
Xiao,female,0.57
Chan,male,0.7
Marie-Hélène,female,0.98
Joël,male,1.0
Joël,male,1.0
Joël,male,1.0
Joël,male,1.0
Jaglin,female,0.5
Jaglin,female,0.5
Jaglin,female,0.5
pro,male,0.88
Lévy,male,0.89
Aïchi,None,0.0
Kerfali,male,1.0
Baratin,male,0.89
Gaudin,male,0.54
S,male,0.67
Takashi,male,1.0
Kano,male,0.96
Martinon,female,0.5
Fourcade,male,0.56
Irving,male,1.0
Samantha,female,1.0
Maryann,female,1.0
Bonnie,female,1.0
Maryann,female,1.0
Irin,female,0.79
Maryann,female,1.0
Maryann,female,1.0
Maryann,female,1.0
Bonnie,female,1.0
Mc,male,0.84
Johan,male,1.0
Johan,male,1.0
Ingvar,male,0.99
Elsa,female,1.0
Elsa,female,1.0
Lacoste,male,0.83
Bailly,female,0.79
Bailly,female,0.79
Leslie,female,0.83
Winshluss,male,1.0
Jubin,male,0.89
Sabrina,female,0.99
Jubin,male,0.89
Jubin,male,0.89
Jubin,male,0.89
Jubin,male,0.89
Abbé,female,1.0
Emmanuelle,female,0.97
Emmanuelle,female,0.97
Lakshmi,female,1.0
Zhou,male,0.69
Li,female,0.66
Liu,male,0.57
Liu,male,0.57
Liu,male,0.57
Sévère,male,1.0
Sévère,male,1.0
Liu,male,0.57
Liu,male,0.57
Bolin,male,0.87
Rustom,male,0.98
Fadel,male,0.99
Joël,male,1.0
Walid,male,0.99
Walid,male,0.99
Fadel,male,0.99
Farid,male,0.99
Farid,male,0.99
Benoit,male,0.99
Rossignol,male,0.69
Mario,male,1.0
Annen,female,0.53
Kucheida,None,0.0
Solange,female,1.0
Solange,female,1.0
Ariel,male,0.71
Lise,female,0.99
Bayrou,male,1.0
Walid,male,0.99
Airy,female,0.75
Cecilia,female,1.0
Rumsfeld,male,1.0
Rumsfeld,male,1.0
Rumsfeld,male,1.0
Frederick,male,1.0
Kerviel,male,0.88
Marie-Monique,female,0.9
Marie-Monique,female,0.9
Lemonnier,female,0.54
Lemonnier,female,0.54
Bruegel,male,0.67
Bruegel,male,0.67
Jeff,male,1.0
Thibault,male,1.0
Thibault,male,1.0
Ion,male,0.97
Legrand,male,0.88
Marie-Christine,female,1.0
Legrand,male,0.88
Legrand,male,0.88
retraité,None,0.0
retraité,None,0.0
Hitler,male,0.92
Defendi,male,0.6
Benny,male,0.98
Defendi,male,0.6
Touly,female,0.6
Agnès,female,1.0
Agnès,female,1.0
Fayçal,male,0.92
Viviane,female,1.0
Viviane,female,1.0
Viviane,female,1.0
Deng,male,0.98
Deng,male,0.98
Deng,male,0.98
Hansen,male,0.98
Hansen,male,0.98
Hansen,male,0.98
Marie-Christine,female,1.0
Katie,female,1.0
Katie,female,1.0
Katie,female,1.0
Katie,female,1.0
Katie,female,1.0
Ken,male,1.0
Ken,male,1.0
Ken,male,1.0
Ken,male,1.0
Gwenael,male,0.92
Pierre-Henri,male,0.98
Exane,male,1.0
Pierre-Henri,male,0.98
Pierre-Henri,male,0.98
Exane,male,1.0
Pierre-Henri,male,0.98
Burhanuddin,male,1.0
Michele,female,0.78
Burhanuddin,male,1.0
Michele,female,0.78
Michele,female,0.78
Ceteris,male,0.6
Ceteris,male,0.6
Tugdual,male,0.97
Tugdual,male,0.97
Tugdual,male,0.97
Tugdual,male,0.97
Géry,male,1.0
Géry,male,1.0
Veronique,female,0.99
Marie-Laurence,female,0.98
Saül,male,1.0
Saül,male,1.0
Jean-,male,0.99
héraut,None,0.0
Pierre-Henri,male,0.98
La,female,0.84
Léon,male,1.0
De,male,0.66
Roi,male,0.94
La,female,0.84
La,female,0.84
Fabian,male,1.0
Diego,male,1.0
Win,male,0.78
Debbie,female,1.0
Win,male,0.78
Sulak,male,0.75
Maung,male,0.99
Win,male,0.78
Debbie,female,1.0
Charm,female,0.92
Puangphong,None,0.0
Puangphong,None,0.0
Sulak,male,0.75
Sulak,male,0.75
Sulak,male,0.75
Sulak,male,0.75
Canivet,female,0.58
Canivet,female,0.58
Zaki,male,0.98
Zaki,male,0.98
Ho,male,0.97
Saint-,female,1.0
Saint-,female,1.0
frères,None,0.0
Ernst,male,1.0
Merche,female,0.99
Ambroise,male,0.95
Mauroy,male,0.55
Mauroy,male,0.55
Mauroy,male,0.55
Merche,female,0.99
Merche,female,0.99
Armand,male,0.99
Merche,female,0.99
Merche,female,0.99
Merche,female,0.99
Ambroise,male,0.95
Merche,female,0.99
Merche,female,0.99
Delanoë,male,1.0
Sandja,male,0.71
Mirka,female,0.99
Franjo,male,0.99
Sandja,male,0.71
Mirka,female,0.99
Mirka,female,0.99
JK,male,0.82
Mbeki,male,0.89
Thabo,male,0.98
Cathy,female,1.0
Cathy,female,1.0
Cathy,female,1.0
Cathy,female,1.0
Marie-Nathalie,female,0.8
Marie-,female,0.95
Marie-Nathalie,female,0.8
Marie-,female,0.95
Hector,male,1.0
Rémi,male,0.91
Rémi,male,0.91
Rémi,male,0.91
Mauroy,male,0.55
Mauroy,male,0.55
Rémi,male,0.91
Rémi,male,0.91
Reagan,male,0.76
Reagan,male,0.76
Gasparini,male,0.58
Gasparini,male,0.58
Gasparini,male,0.58
Black,male,0.77
Zidane,male,0.98
Gasparini,male,0.58
Gasparini,male,0.58
Gasparini,male,0.58
Pap,male,0.8
Romero,male,0.98
Leonetti,male,0.7
Yanick,male,0.92
Charette,female,0.92
Yanick,male,0.92
Yanick,male,0.92
Jean-,male,0.99
Fernando,male,1.0
Minc,male,0.88
Luis,male,1.0
Luis,male,1.0
Brian,male,1.0
Brian,male,1.0
Lamy,female,0.61
Lamy,female,0.61
Lamy,female,0.61
Sean,male,1.0
Sean,male,1.0
druze,male,0.75
druze,male,0.75
Sean,male,1.0
Sean,male,1.0
Sean,male,1.0
Sean,male,1.0
Rafic,male,0.98
Alexandra,female,0.99
Christina,female,1.0
Alexandra,female,0.99
Prévert,None,0.0
Gonzague,male,0.99
Clara,female,0.99
Clara,female,0.99
Alexandr,male,0.99
Clara,female,0.99
Alexandr,male,0.99
Vaclav,male,0.99
Dewavrin,male,1.0
Viviane,female,1.0
Noyer,male,0.54
Noyer,male,0.54
Noyer,male,0.54
Noyer,male,0.54
Noyer,male,0.54
Noyer,male,0.54
Benoist,male,0.88
Benoist,male,0.88
Benoist,male,0.88
Franco,male,1.0
Peer,male,1.0
Peer,male,1.0
Peyron,male,0.53
Peyron,male,0.53
Peyron,male,0.53
Ming,male,0.75
Zola,female,0.81
Jean-Frederic,male,1.0
Jean-Frédéric,male,0.92
Jean-Frédéric,male,0.92
Hamon,male,0.63
Moscovici,female,0.67
Hamon,male,0.63
Delanoë,male,1.0
Hamon,male,0.63
Delanoë,male,1.0
Hamon,male,0.63
Fabius,male,0.99
Fabius,male,0.99
Collomb,female,0.71
Maffesoli,None,0.0
Lewis,male,1.0
Lewis,male,1.0
Delanoë,male,1.0
Hamon,male,0.63
Hamon,male,0.63
Aguilar,male,0.68
Raul,male,1.0
Jaque,male,0.5
Yasuo,male,1.0
Yasuo,male,1.0
Yasuo,male,1.0
Solidarité,None,0.0
Anthony,male,1.0
Anthony,male,1.0
Crawford,male,0.99
Mikael,male,0.99
Lisbeth,female,1.0
Larsson,male,0.97
Stéphanie,female,1.0
Stéphanie,female,1.0
Frank,male,1.0
Frank,male,1.0
Stieg,male,1.0
Stieg,male,1.0
Taubira,male,1.0
Herr,male,0.96
Markus,male,1.0
Herr,male,0.96
Markus,male,1.0
Markus,male,1.0
Markus,male,1.0
Markus,male,1.0
Ernst,male,1.0
Ernst,male,1.0
Chen,male,0.64
Celso,male,1.0
Isaïe,None,0.0
Yoshihiro,male,1.0
Yoshihiro,male,1.0
Maud,female,0.99
Jean-,male,0.99
Maud,female,0.99
Maud,female,0.99
Jean-,male,0.99
Maud,female,0.99
Maud,female,0.99
Pierrelatte,None,0.0
Pierrelatte,None,0.0
Pierrelatte,None,0.0
Abdelaziz,male,1.0
Abdelaziz,male,1.0
Iris,female,0.99
Tharcisse,male,0.99
Tharcisse,male,0.99
Jouanneau,female,0.56
Teddy,male,0.94
Poutine,male,0.87
Poutine,male,0.87
Poutine,male,0.87
Saddam,male,1.0
Anaïs,female,1.0
Laura,female,1.0
Vencelas,male,0.8
Vencelas,male,0.8
Vencelas,male,0.8
Anaïs,female,1.0
Anaïs,female,1.0
Laura,female,1.0
Yanick,male,0.92
Yanick,male,0.92
Yanick,male,0.92
Nassira,female,0.98
Nassira,female,0.98
Barnett,male,0.92
Barnett,male,0.92
Racine,male,0.82
Xeyu,None,0.0
Xeyu,None,0.0
Xavière,female,1.0
McCain,male,0.99
Hassani,male,0.95
Hassani,male,0.95
Magomed,male,1.0
Magomed,male,1.0
Magomed,male,1.0
Jean-,male,0.99
Luca,male,0.96
Luca,male,0.96
_Luca,None,0.0
Luca,male,0.96
Luca,male,0.96
Luca,male,0.96
Luca,male,0.96
Henry,male,1.0
Henry,male,1.0
Bradley,male,1.0
Sadate,male,0.97
Thevenet,male,0.53
Thevenet,male,0.53
Thevenet,male,0.53
Pr,male,0.85
Pr,male,0.85
Edgard,male,1.0
Edgard,male,1.0
Yaya,male,0.8
Edgard,male,1.0
Edgard,male,1.0
Yaya,male,0.8
Yaya,male,0.8
Mallarmé,None,0.0
Evo,male,0.92
Evo,male,0.92
Evo,male,0.92
Wilfrid,male,0.99
Corbis,male,1.0
Jean-,male,0.99
Rogoff,None,0.0
Shi,female,0.55
Rogoff,None,0.0
Rogoff,None,0.0
Oncle,male,0.94
Shi,female,0.55
Henry,male,1.0
Henry,male,1.0
Gwenn,female,0.9
Saddam,male,1.0
Kevin,male,1.0
Kevin,male,1.0
Kevin,male,1.0
Kevin,male,1.0
Amanda,female,1.0
Amanda,female,1.0
Sternhell,None,0.0
Sternhell,None,0.0
Shlomo,male,1.0
Sternhell,None,0.0
Shlomo,male,1.0
Shlomo,male,1.0
Shlomo,male,1.0
Jean-Etienne,male,1.0
Jean-Etienne,male,1.0
Kimberly,female,1.0
Nata,female,0.97
Nata,female,0.97
Hirsch,male,0.95
Emoni,female,0.6
Sarah,female,1.0
Madhi,male,0.89
Aviv,male,0.95
Aviv,male,0.95
Micky,male,0.75
_Haaretz,None,0.0
Jean-Sylvain,male,1.0
Jean-Sylvain,male,1.0
Jean-Sylvain,male,1.0
Keefe,male,1.0
McCain,male,0.99
Matt,male,1.0
McCain,male,0.99
Larry,male,1.0
Larry,male,1.0
Larry,male,1.0
CGT-,None,0.0
Joselito,male,1.0
Vladimir,male,1.0
Vladimir,male,1.0
Vladimir,male,1.0
Vladimir,male,1.0
Muriel,female,0.99
Saint-Etienne,female,0.5
Calude,male,1.0
Calude,male,1.0
Barrès,None,0.0
Barrès,None,0.0
Becker,male,0.95
Lesigne,male,0.75
Boy,male,0.99
Virgile,male,0.97
Virgile,male,0.97
Collomb,female,0.71
Hamon,male,0.63
Hamon,male,0.63
Benhamias,None,0.0
Villeroy,male,0.67
Nizan,male,0.77
Sartre,male,0.92
Sartre,male,0.92
Delanoë,male,1.0
_,None,0.0
Woods,male,0.98
Woods,male,0.98
Marleix,female,1.0
Marleix,female,1.0
Rick,male,1.0
Peer,male,1.0
Rick,male,1.0
Peer,male,1.0
Meldonian,None,0.0
Meldonian,None,0.0
Nabia,female,0.98
Nabia,female,0.98
Valade,male,0.61
Brunel,male,0.83
Brunel,male,0.83
Brunel,male,0.83
Brunel,male,0.83
Valade,male,0.61
Valade,male,0.61
Denys,male,0.89
Brunel,male,0.83
Blanchetier,None,0.0
Gina,female,1.0
Gina,female,1.0
Gina,female,1.0
Gina,female,1.0
Luis,male,1.0
Luis,male,1.0
Hector,male,1.0
Hector,male,1.0
Hector,male,1.0
Hector,male,1.0
Emmanuelli,male,0.92
Hector,male,1.0
Hector,male,1.0
Hector,male,1.0
Hector,male,1.0
Hector,male,1.0
Hector,male,1.0
Hector,male,1.0
Taieb,male,0.95
Bédouma,None,0.0
Pierre-Marie,male,0.99
Pierre-Marie,male,0.99
Stern,female,0.59
Shivraj,male,1.0
Ernst,male,1.0
Crawford,male,0.99
Falconer,male,0.92
Crawford,male,0.99
Crawford,male,0.99
Di,male,0.56
Taser,male,0.87
Di,male,0.56
Di,male,0.56
Geithner,male,1.0
Ramzy,male,0.99
Pelé,None,0.0
Cristiano,male,1.0
Vittorio,male,1.0
Vittorio,male,1.0
Filippis,male,1.0
Filippis,male,1.0
Aminah,female,1.0
Aminah,female,1.0
Aminah,female,1.0
Aminah,female,1.0
Aminah,female,1.0
Aminah,female,1.0
Aminah,female,1.0
Betancourt,female,0.63
Baylet,male,0.88
Baylet,male,0.88
Baylet,male,0.88
Edward,male,1.0
Edward,male,1.0
Marie-Pierre,female,0.98
Marchais,male,0.54
Lénine,None,0.0
Marchais,male,0.54
Colonel,male,0.99
Gollnisch,male,1.0
Mégret,None,0.0
Mégret,None,0.0
Maud,female,0.99
Loïc,male,1.0
Loïc,male,1.0
Loïc,male,1.0
Wim,male,0.99
Fulgencio,male,0.99
Fidel,male,0.99
Pinochet,male,1.0
Sean,male,1.0
Soderbergh,None,0.0
Che,male,0.73
Guevara,male,0.91
Guevara,male,0.91
Aleida,female,1.0
Che,male,0.73
Che,male,0.73
Gille,male,0.92
Gille,male,0.92
Mouna,female,0.99
Mouna,female,0.99
Mouna,female,0.99
Proust,male,0.68
Yossi,male,0.99
Antony,male,1.0
Antonin,male,1.0
